date,state,district,pincode,bio_age_5_17,bio_age_17_
01-04-2025,Haryana,Rohtak,124411,139,303
01-04-2025,Punjab,Tarn Taran,143105,46,74
01-04-2025,Odisha,Koraput,764038,118,237
01-04-2025,Gujarat,Anand,388630,28,27
01-04-2025,West Bengal,Alipurduar,735211,48,43
01-04-2025,Telangana,Medak,502375,45,43
01-04-2025,Kerala,Wayanad,673123,23,39
01-04-2025,West Bengal,Murshidabad,742132,62,127
01-04-2025,Telangana,Mahabubnagar,509376,65,105
01-04-2025,Gujarat,Bhavnagar,364210,56,53
01-04-2025,Punjab,Bathinda,151002,38,65
01-04-2025,Odisha,Boudh,762012,23,39
01-04-2025,Meghalaya,West Garo Hills,794103,65,207
01-04-2025,Jammu and Kashmir,Punch,185102,483,592
01-04-2025,Chhattisgarh,Baloda Bazar,493526,277,2104
01-04-2025,Jharkhand,Dumka,814145,406,297
01-04-2025,Maharashtra,Pune,411033,722,1091
01-04-2025,Madhya Pradesh,Sagar,470001,1470,1019
01-04-2025,Gujarat,Vadodara,391250,38,56
01-04-2025,Uttar Pradesh,Pilibhit,262203,778,284
01-04-2025,Uttar Pradesh,Lucknow,226001,522,478
01-04-2025,Rajasthan,Sirohi,307023,102,262
01-04-2025,Karnataka,Bagalkot,587311,162,159
01-04-2025,Karnataka,Uttara Kannada,581339,12,19
01-04-2025,Maharashtra,Palghar,401202,181,174
01-04-2025,Uttar Pradesh,Fatehpur,212645,249,208
01-04-2025,West Bengal,Jalpaiguri,735205,29,42
01-04-2025,Bihar,Siwan,841203,208,176
01-04-2025,Karnataka,Bidar,585227,155,235
01-04-2025,Andhra Pradesh,Bapatla,523201,27,16
01-04-2025,Andhra Pradesh,Ananthapur,515865,999,103
01-04-2025,Tripura,North Tripura,799270,485,244
01-04-2025,Tamil Nadu,Madurai,625017,209,392
01-04-2025,Odisha,Subarnapur,767023,32,128
01-04-2025,Gujarat,Vadodara,391445,37,97
01-04-2025,Bihar,Patna,800025,39,50
01-04-2025,Andhra Pradesh,Guntur,522317,77,17
01-04-2025,Kerala,Thrissur,680010,46,24
01-04-2025,Assam,Nagaon,782103,189,134
01-04-2025,Kerala,Kannur,670611,39,29
01-04-2025,Himachal Pradesh,Sirmaur,173229,47,38
01-04-2025,Tamil Nadu,Ramanathapuram,623534,59,72
01-04-2025,Tamil Nadu,Thanjavur,613005,53,104
01-04-2025,Gujarat,Vadodara,391140,46,154
01-04-2025,Kerala,Kannur,670101,39,71
01-04-2025,Odisha,Khorda,751009,24,48
01-04-2025,Chhattisgarh,Janjgir-champa,495671,173,1065
01-04-2025,Odisha,Baleswar,756019,250,191
01-04-2025,Maharashtra,Wardha,442307,47,321
01-04-2025,Gujarat,Junagadh,362610,86,212
01-04-2025,Karnataka,Shivamogga,577204,139,136
01-04-2025,Kerala,Kollam,691005,81,89
01-04-2025,Uttar Pradesh,Unnao,229501,244,117
01-04-2025,Andhra Pradesh,Hyderabad,500072,97,201
01-04-2025,Odisha,Bhadrak,756168,139,145
01-04-2025,Gujarat,Navsari,396051,25,23
01-04-2025,Maharashtra,Ahmadnagar,413702,44,122
01-04-2025,Gujarat,Vadodara,391145,57,102
01-04-2025,Karnataka,Tumakuru,572213,38,24
01-04-2025,Telangana,K.v. Rangareddy,500014,64,64
01-04-2025,Uttar Pradesh,Basti,272127,343,215
01-04-2025,Punjab,Jalandhar,144028,23,33
01-04-2025,Karnataka,Bijapur,586119,31,70
01-04-2025,Andhra Pradesh,Nalgonda,508204,12,72
01-04-2025,Karnataka,Dakshina Kannada,574217,93,56
01-04-2025,Gujarat,Sabarkantha,383340,19,82
01-04-2025,Odisha,Cuttack,754100,82,137
01-04-2025,Uttar Pradesh,Ambedkar Nagar,224231,77,48
01-04-2025,Puducherry,Karaikal,609605,23,54
01-04-2025,Tamil Nadu,Nagapattinam,609105,87,80
01-04-2025,Telangana,Rajanna Sircilla,505404,14,27
01-04-2025,Gujarat,Bharuch,392040,73,66
01-04-2025,Rajasthan,Sawai Madhopur,322220,10,21
01-04-2025,Andhra Pradesh,East Godavari,533229,353,60
01-04-2025,Tamil Nadu,Cuddalore,606110,162,68
01-04-2025,West Bengal,Paschim Medinipur,721143,27,65
01-04-2025,Maharashtra,Mumbai City,400010,107,80
01-04-2025,Uttar Pradesh,Ghaziabad,201206,1123,463
01-04-2025,Jharkhand,Giridih,815312,1417,1320
01-04-2025,Karnataka,Mysore,571114,73,207
01-04-2025,Karnataka,Bagalkot,587330,94,97
01-04-2025,Gujarat,Junagadh,362625,31,49
01-04-2025,West Bengal,Purba Medinipur,721647,36,58
01-04-2025,Uttar Pradesh,Deoria,274508,155,77
01-04-2025,Andhra Pradesh,East Godavari,533001,530,247
01-04-2025,Rajasthan,Sikar,332707,108,184
01-04-2025,Uttar Pradesh,Sambhal,244303,658,197
01-04-2025,Maharashtra,Nagpur,441204,126,492
01-04-2025,Odisha,Dhenkanal,759018,318,279
01-04-2025,West Bengal,Darjeeling,734201,27,121
01-04-2025,Kerala,Kannur,670651,16,30
01-04-2025,Uttar Pradesh,Ghazipur,233223,157,149
01-04-2025,Kerala,Thrissur,680722,39,36
01-04-2025,Chhattisgarh,Bijapur,494444,596,662
01-04-2025,Kerala,Malappuram,676504,103,148
01-04-2025,Tripura,North Tripura,799279,43,83
01-04-2025,Telangana,Adilabad,504293,62,101
01-04-2025,Andhra Pradesh,Cuddapah,516104,149,51
01-04-2025,Andhra Pradesh,Vizianagaram,535214,105,29
01-04-2025,Kerala,Palakkad,678623,58,79
01-04-2025,Rajasthan,Jaisalmer,345033,48,92
01-04-2025,Tamil Nadu,Coimbatore,641301,149,326
01-04-2025,Gujarat,Kachchh,370645,96,95
01-04-2025,Assam,Barpeta,781318,657,66
01-04-2025,Himachal Pradesh,Bilaspur,174015,22,30
01-04-2025,Rajasthan,Hanumangarh,335064,40,59
01-04-2025,Kerala,Thiruvananthapuram,695316,21,42
01-04-2025,Odisha,Khorda,752104,13,12
01-04-2025,Punjab,Ludhiana,141202,39,48
01-04-2025,Andhra Pradesh,Nalgonda,508126,10,44
01-04-2025,Tamil Nadu,Ramanathapuram,623608,83,77
01-04-2025,Odisha,Kendujhar,758079,130,173
01-04-2025,Tamil Nadu,Thanjavur,614210,27,39
01-04-2025,Bihar,Patna,803206,53,42
01-04-2025,Jharkhand,Seraikela-kharsawan,832403,103,233
01-04-2025,Tamil Nadu,Salem,636304,362,85
01-04-2025,Gujarat,Amreli,365545,62,94
01-04-2025,Meghalaya,West Jaintia Hills,793109,55,33
01-04-2025,Tamil Nadu,Thanjavur,612106,15,30
01-04-2025,Uttar Pradesh,Prayagraj,212405,19,25
01-04-2025,Tamil Nadu,Thiruvarur,614019,28,39
01-04-2025,Odisha,Boudh,760020,13,13
01-04-2025,Jharkhand,Pakur,816107,1880,692
01-04-2025,Punjab,Hoshiarpur,144523,94,148
01-04-2025,Tamil Nadu,Tiruvannamalai,606752,205,61
01-04-2025,Uttar Pradesh,Aligarh,202280,727,147
01-04-2025,Bihar,Madhubani,847226,1679,1079
01-04-2025,Maharashtra,Ahmadnagar,413709,327,678
01-04-2025,Maharashtra,Sangli,415303,108,314
01-04-2025,Punjab,Ludhiana,142022,81,95
01-04-2025,Karnataka,Ramanagar,562159,416,392
01-04-2025,Madhya Pradesh,Bhopal,463111,299,205
01-04-2025,West Bengal,Purba Medinipur,721670,22,15
01-04-2025,Rajasthan,Jhalawar,326513,110,225
01-04-2025,Uttar Pradesh,Muzaffarnagar,251318,935,289
01-04-2025,Karnataka,Bangalore,560068,217,460
01-04-2025,Andhra Pradesh,Nalgonda,508213,36,147
01-04-2025,Bihar,Samastipur,847301,346,259
01-04-2025,Tamil Nadu,Virudhunagar,626117,186,349
01-04-2025,Madhya Pradesh,Bhopal,462044,360,346
01-04-2025,Andhra Pradesh,Nalgonda,508205,16,63
01-04-2025,Maharashtra,Nashik,422306,150,337
01-04-2025,Uttar Pradesh,Kasganj,207242,1400,424
01-04-2025,Assam,Kamrup Metro,781027,21,23
01-04-2025,West Bengal,Haora,711412,27,31
01-04-2025,Gujarat,Vadodara,390024,136,217
01-04-2025,Andhra Pradesh,Anantapur,515305,26,36
01-04-2025,Karnataka,Mysuru,571311,68,69
01-04-2025,Gujarat,Jamnagar,360515,66,98
01-04-2025,Assam,Cachar,788817,363,82
01-04-2025,Tamil Nadu,Tiruvannamalai,604503,160,82
01-04-2025,Andhra Pradesh,Prakasam,523212,243,59
01-04-2025,Jammu and Kashmir,Jammu,181111,95,173
01-04-2025,Uttar Pradesh,Kanpur Nagar,208024,23,44
01-04-2025,Jammu and Kashmir,Srinagar,191101,138,311
01-04-2025,Himachal Pradesh,Kullu,175104,32,33
01-04-2025,West Bengal,Jalpaiguri,735212,96,84
01-04-2025,Tamil Nadu,Thoothukkudi,628102,50,53
01-04-2025,Telangana,Warangal,506009,21,29
01-04-2025,Telangana,Karimnagar,505475,30,60
01-04-2025,West Bengal,South Twenty Four Parganas,700104,16,34
01-04-2025,Maharashtra,Kolhapur,416236,69,74
01-04-2025,Assam,Karimganj,788728,116,47
01-04-2025,Chhattisgarh,Durg,491221,153,669
01-04-2025,West Bengal,South 24 Parganas,743373,263,195
01-04-2025,Rajasthan,Udaipur,313001,731,1526
01-04-2025,Madhya Pradesh,Shivpuri,473551,1302,552
01-04-2025,Uttar Pradesh,Gonda,271403,554,260
01-04-2025,Tamil Nadu,Erode,638051,115,275
01-04-2025,West Bengal,Purba Medinipur,721441,71,43
01-04-2025,Andhra Pradesh,Alluri Sitharama Raju,507135,16,23
01-04-2025,Himachal Pradesh,Kangra,176096,38,28
01-04-2025,Andhra Pradesh,Nizamabad,503144,16,27
01-04-2025,Uttar Pradesh,Amethi,227412,81,76
01-04-2025,Assam,Dibrugarh,786003,181,308
01-04-2025,Gujarat,Rajkot,360452,23,37
01-04-2025,Chhattisgarh,Balrampur,497224,182,612
01-04-2025,Karnataka,Bellary,583116,53,74
01-04-2025,Maharashtra,Pune,412404,73,78
01-04-2025,Goa,North Goa,403002,65,101
01-04-2025,Uttar Pradesh,Amethi,229128,79,24
01-04-2025,West Bengal,Barddhaman,713514,34,37
01-04-2025,Tamil Nadu,Sivaganga,630202,37,109
01-04-2025,Kerala,Thrissur,680653,21,22
01-04-2025,Uttar Pradesh,Sitapur,261125,639,134
01-04-2025,Uttarakhand,Dehradun,249203,21,24
01-04-2025,Kerala,Ernakulam,682508,62,61
01-04-2025,Telangana,Adilabad,504303,26,16
01-04-2025,Rajasthan,Ajmer,305004,33,51
01-04-2025,Assam,Kokrajhar,783370,894,187
01-04-2025,Tamil Nadu,Viluppuram,605202,14,49
01-04-2025,Goa,North Goa,403509,22,31
01-04-2025,Tamil Nadu,Nagapattinam,609201,36,30
01-04-2025,Madhya Pradesh,Gwalior,475110,1419,1155
01-04-2025,Karnataka,Davangere,577525,59,64
01-04-2025,Andhra Pradesh,East Godavari,533440,464,126
01-04-2025,Uttar Pradesh,Basti,272001,367,258
01-04-2025,Uttar Pradesh,Sambhal,202421,2065,200
01-04-2025,Karnataka,Belagavi,591312,61,54
01-04-2025,Karnataka,Raichur,584138,69,92
01-04-2025,Andhra Pradesh,Nellore,524306,169,91
01-04-2025,Rajasthan,Jaipur,302027,241,369
01-04-2025,Andhra Pradesh,Adilabad,504214,12,62
01-04-2025,Bihar,Buxar,802117,286,191
01-04-2025,Gujarat,Gir Somnath,362150,289,189
01-04-2025,Rajasthan,Sikar,332711,88,229
01-04-2025,Uttar Pradesh,Agra,283201,1005,269
01-04-2025,Odisha,Bhadrak,756115,195,185
01-04-2025,Rajasthan,Nagaur,341318,58,129
01-04-2025,Kerala,Kollam,691003,80,173
01-04-2025,Madhya Pradesh,Indore,452013,38,36
01-04-2025,Rajasthan,Banswara,327024,13,46
01-04-2025,Tamil Nadu,Ramanathapuram,623515,45,115
01-04-2025,Maharashtra,Mumbai City,400012,143,102
01-04-2025,Rajasthan,Jaipur,302034,100,212
01-04-2025,Andhra Pradesh,Nizamabad,503186,13,32
01-04-2025,West Bengal,Barddhaman,713128,197,142
01-04-2025,Odisha,Nayagarh,752023,14,52
01-04-2025,Tamil Nadu,Thiruvarur,611101,18,59
01-04-2025,Maharashtra,Washim,444402,103,350
01-04-2025,Andhra Pradesh,East Godavari,533434,291,86
01-04-2025,Karnataka,Chikkamagaluru,577228,148,85
01-04-2025,West Bengal,Purba Medinipur,721648,60,114
01-04-2025,Karnataka,Yadgir,585309,198,132
01-04-2025,Gujarat,Valsad,396125,200,170
01-04-2025,Telangana,Medchal-malkajgiri,500018,91,180
01-04-2025,Haryana,Jind,126114,194,461
01-04-2025,Rajasthan,Alwar,301024,568,529
01-04-2025,Maharashtra,Pune,411048,431,692
01-04-2025,Uttar Pradesh,Deoria,274206,264,181
01-04-2025,Uttar Pradesh,Budaun,243641,124,93
01-04-2025,Kerala,Ernakulam,682021,95,124
01-04-2025,Odisha,Puri,752002,413,485
01-04-2025,Uttar Pradesh,Gautam Buddha Nagar,203203,72,25
01-04-2025,Rajasthan,Karauli,322220,154,178
01-04-2025,Punjab,Jalandhar,144033,88,188
01-04-2025,Maharashtra,Latur,413531,848,2091
01-04-2025,Karnataka,Bellary,583217,26,43
01-04-2025,Orissa,Puri,752106,17,54
01-04-2025,Maharashtra,Nagpur,441210,96,540
01-04-2025,Maharashtra,Latur,413519,283,553
01-04-2025,Gujarat,Narmada,393145,264,493
01-04-2025,Karnataka,Ballari,583101,442,221
01-04-2025,Tamil Nadu,Sivaganga,630108,155,389
01-04-2025,Karnataka,Belagavi,591112,35,20
01-04-2025,Chhattisgarh,Uttar Bastar Kanker,494665,15,106
01-04-2025,West Bengal,Murshidabad,742136,222,478
01-04-2025,Tamil Nadu,Thanjavur,614903,80,227
01-04-2025,Telangana,Karimnagar,505212,59,72
01-04-2025,Maharashtra,Pune,413105,65,66
01-04-2025,Uttar Pradesh,Agra,283124,417,155
01-04-2025,Himachal Pradesh,Chamba,176316,218,440
01-04-2025,Maharashtra,Nagpur,440003,58,142
01-04-2025,Madhya Pradesh,Singrauli,486889,631,185
01-04-2025,Andhra Pradesh,Ananthapuramu,515415,123,10
01-04-2025,Gujarat,Mahesana,384435,45,81
01-04-2025,Uttar Pradesh,Kanpur Nagar,209203,306,129
01-04-2025,Karnataka,Vijayapura,586245,74,22
01-04-2025,Telangana,Adilabad,504109,25,18
01-04-2025,Himachal Pradesh,Mandi,175051,11,13
01-04-2025,Jharkhand,Purbi Singhbhum,831018,34,77
01-04-2025,Tamil Nadu,Vellore,632507,37,65
01-04-2025,Jharkhand,Dhanbad,828131,54,115
01-04-2025,Kerala,Kannur,670018,31,40
01-04-2025,Odisha,Sundergarh,770051,128,145
01-04-2025,Chhattisgarh,Raigarh,496115,60,303
01-04-2025,Kerala,Kollam,690536,48,52
01-04-2025,Gujarat,Surat,395620,56,55
01-04-2025,Maharashtra,Solapur,413248,94,181
01-04-2025,West Bengal,Nadia,741222,173,348
01-04-2025,Bihar,Arwal,804419,473,514
01-04-2025,Telangana,K.v. Rangareddy,500081,47,64
01-04-2025,Telangana,K.v. Rangareddy,509335,83,198
01-04-2025,Telangana,Medak,502314,69,92
01-04-2025,Odisha,Baleswar,756025,88,86
01-04-2025,Telangana,Karimnagar,505470,28,17
01-04-2025,Punjab,Patiala,140417,153,234
01-04-2025,Bihar,Muzaffarpur,844120,484,534
01-04-2025,Tripura,Dhalai,799275,687,339
01-04-2025,Uttar Pradesh,Gorakhpur,273161,39,26
01-04-2025,Gujarat,Ahmedabad,382250,35,72
01-04-2025,Rajasthan,Karauli,322212,35,36
01-04-2025,Karnataka,Udupi,574103,29,15
01-04-2025,Kerala,Kannur,673316,24,24
01-04-2025,Kerala,Kozhikode,673523,73,80
01-04-2025,Karnataka,Dakshina Kannada,574509,14,11
01-04-2025,West Bengal,Alipurduar,736123,31,18
01-04-2025,Odisha,Baleshwar,756028,10,30
01-04-2025,Odisha,Sundargarh,770036,18,82
01-04-2025,Jammu and Kashmir,Baramula,193303,168,224
01-04-2025,Manipur,Churachandpur,795143,75,102
01-04-2025,Assam,Cachar,788110,277,32
01-04-2025,Orissa,Balangir,767067,27,24
01-04-2025,Gujarat,Bhavnagar,364740,34,51
01-04-2025,Gujarat,Gir Somnath,362140,73,42
01-04-2025,Andhra Pradesh,Krishna,521136,78,43
01-04-2025,Mizoram,Mammit,796471,77,36
01-04-2025,Tamil Nadu,Cuddalore,607102,103,85
01-04-2025,Tamil Nadu,Tiruvannamalai,632312,33,19
01-04-2025,Uttar Pradesh,Rae Bareli,229124,111,18
01-04-2025,Kerala,Idukki,685511,39,69
01-04-2025,Andhra Pradesh,Karimnagar,505101,11,36
01-04-2025,Tamil Nadu,Viluppuram,605651,20,51
01-04-2025,Uttar Pradesh,Bareilly,243403,31,23
01-04-2025,Assam,Lakhimpur,787058,147,21
01-04-2025,Telangana,Khammam,507161,59,38
01-04-2025,Tamil Nadu,Coimbatore,642202,13,15
01-04-2025,Andhra Pradesh,Krishna,521106,121,61
01-04-2025,Uttar Pradesh,Muzaffarnagar,251315,908,279
01-04-2025,Maharashtra,Gondiya,441911,262,498
01-04-2025,Bihar,Begusarai,851134,407,318
01-04-2025,Tamil Nadu,Vellore,635754,239,116
01-04-2025,Telangana,Mahabubnagar,509401,190,432
01-04-2025,Punjab,Moga,142042,276,446
01-04-2025,West Bengal,Murshidabad,742303,233,373
01-04-2025,Haryana,Panchkula,134118,302,338
01-04-2025,Punjab,Sri Muktsar Sahib,152032,144,276
01-04-2025,Jammu and Kashmir,Doda,182202,386,353
01-04-2025,Kerala,Malappuram,673634,121,158
01-04-2025,Bihar,Bhagalpur,813222,604,513
01-04-2025,Karnataka,Vijayapura,586129,39,36
01-04-2025,Uttar Pradesh,Hapur,245205,611,275
01-04-2025,Odisha,Mayurbhanj,757049,208,233
01-04-2025,Odisha,Baleswar,756134,98,135
01-04-2025,Bihar,Bhagalpur,813206,109,109
01-04-2025,Madhya Pradesh,Rewa,486333,373,181
01-04-2025,Rajasthan,Bhilwara,311025,128,162
01-04-2025,Himachal Pradesh,Bilaspur,174011,26,41
01-04-2025,Tamil Nadu,Erode,638504,38,91
01-04-2025,Andhra Pradesh,Anantapur,515641,44,34
01-04-2025,Uttar Pradesh,Kaushambi,212205,583,109
01-04-2025,Andhra Pradesh,Cuddapah,516216,272,53
01-04-2025,West Bengal,Hooghly,712407,97,133
01-04-2025,West Bengal,Birbhum,731130,77,86
01-04-2025,Tamil Nadu,Tiruvannamalai,632326,45,53
01-04-2025,Delhi,South Delhi,110068,349,360
01-04-2025,Maharashtra,Thane,421102,108,356
01-04-2025,Rajasthan,Alwar,301414,114,166
01-04-2025,Odisha,Mayurbhanj,757043,200,232
01-04-2025,West Bengal,Cooch Behar,736157,184,232
01-04-2025,Andhra Pradesh,West Godavari,534208,105,33
01-04-2025,Uttar Pradesh,Bahraich,271865,2716,1140
01-04-2025,Tamil Nadu,Erode,638402,154,184
01-04-2025,Maharashtra,Mumbai,400034,41,115
01-04-2025,Uttar Pradesh,Gorakhpur,273007,323,479
01-04-2025,Tamil Nadu,Erode,638454,47,87
01-04-2025,Odisha,Ganjam,761007,104,127
01-04-2025,Tamil Nadu,Tiruvallur,600051,100,172
01-04-2025,Jharkhand,Dumka,814103,673,742
01-04-2025,Delhi,South West Delhi,110029,103,115
01-04-2025,Uttar Pradesh,Azamgarh,276141,514,224
01-04-2025,Haryana,Fatehabad,125048,205,292
01-04-2025,Maharashtra,Mumbai,400080,182,433
01-04-2025,Tamil Nadu,Thiruvarur,614101,75,54
01-04-2025,Tamil Nadu,Tiruvallur,600057,175,270
01-04-2025,Jharkhand,Ranchi,835204,738,1681
01-04-2025,Jharkhand,Dhanbad,828122,119,241
01-04-2025,Punjab,Patiala,147201,443,832
01-04-2025,Rajasthan,Nagaur,341317,74,125
01-04-2025,Maharashtra,Thane,421505,138,278
01-04-2025,West Bengal,North 24 Parganas,743248,111,208
01-04-2025,Himachal Pradesh,Mandi,171304,79,93
01-04-2025,Andhra Pradesh,Prakasam,523370,175,14
01-04-2025,Assam,Hojai,782440,308,134
01-04-2025,Jharkhand,Dumka,814167,408,254
01-04-2025,Chhattisgarh,Dhamtari,492109,47,475
01-04-2025,Kerala,Kasaragod,671552,73,94
01-04-2025,Kerala,Pathanamthitta,689650,11,13
01-04-2025,Haryana,Panchkula,134114,24,32
01-04-2025,Tamil Nadu,Thiruvarur,614020,40,32
01-04-2025,Odisha,Baleshwar,756021,26,51
01-04-2025,Telangana,Mahabubabad,506381,16,31
01-04-2025,Rajasthan,Nagaur,341510,357,753
01-04-2025,Madhya Pradesh,Satna,485115,1030,679
01-04-2025,Andhra Pradesh,Krishna,521131,139,52
01-04-2025,Himachal Pradesh,Shimla,171210,261,513
01-04-2025,Karnataka,Bangalore,560092,34,103
01-04-2025,Karnataka,Uttara Kannada,581402,144,171
01-04-2025,Maharashtra,Kolhapur,416102,67,208
01-04-2025,Rajasthan,Jaipur,303903,95,213
01-04-2025,Madhya Pradesh,Sidhi,486884,128,35
01-04-2025,Rajasthan,Bundi,323025,73,101
01-04-2025,Uttar Pradesh,Deoria,274506,121,124
01-04-2025,Punjab,Bathinda,148109,74,290
01-04-2025,Telangana,K.v. Rangareddy,509408,34,56
01-04-2025,Himachal Pradesh,Una,177206,30,50
01-04-2025,Karnataka,Bellary,583219,123,143
01-04-2025,Maharashtra,Thane,421601,232,322
01-04-2025,Tamil Nadu,Thoothukkudi,628656,35,61
01-04-2025,Rajasthan,Chittorgarh,312402,70,68
01-04-2025,Odisha,Nayagarh,752024,89,117
01-04-2025,Uttar Pradesh,Prayagraj,212507,58,120
01-04-2025,Gujarat,Ahmedabad,382245,18,11
01-04-2025,Karnataka,Belagavi,591241,75,16
01-04-2025,Haryana,Gurgaon,122003,112,174
01-04-2025,Tamil Nadu,Cuddalore,607109,76,115
01-04-2025,Punjab,Jalandhar,144007,39,80
01-04-2025,Karnataka,Dakshina Kannada,574198,26,15
01-04-2025,Karnataka,Kalaburagi,585106,32,21
01-04-2025,West Bengal,Howrah,711308,26,60
01-04-2025,West Bengal,Purba Bardhaman,713122,11,26
01-04-2025,Bihar,Sheohar,843327,78,111
01-04-2025,West Bengal,Kalimpong,734301,31,19
01-04-2025,Arunachal Pradesh,Kra Daadi,791118,127,80
01-04-2025,Tamil Nadu,Tirunelveli,627416,52,211
01-04-2025,Maharashtra,Nashik,422304,66,144
01-04-2025,Tamil Nadu,Kancheepuram,603405,55,56
01-04-2025,Uttarakhand,Tehri Garhwal,249126,19,21
01-04-2025,Andhra Pradesh,Ananthapuramu,515445,108,11
01-04-2025,Assam,Jorhat,785008,44,16
01-04-2025,Haryana,Hisar,125038,87,106
01-04-2025,Jharkhand,Chatra,825321,640,627
01-04-2025,Kerala,Pathanamthitta,689586,14,40
01-04-2025,Maharashtra,Thane,400612,1543,2734
01-04-2025,Punjab,Sangrur,148023,108,151
01-04-2025,Tamil Nadu,Madurai,625022,254,193
01-04-2025,Maharashtra,Beed,431131,474,1031
01-04-2025,Chhattisgarh,Surguja,497220,106,758
01-04-2025,Tamil Nadu,Thoothukkudi,628619,30,124
01-04-2025,Telangana,Karimnagar,505468,86,103
01-04-2025,Bihar,Begusarai,851129,1409,1100
01-04-2025,Odisha,Cuttack,754221,124,135
01-04-2025,Haryana,Ambala,133101,64,126
01-04-2025,Maharashtra,Thane,400706,346,705
01-04-2025,Bihar,Araria,854329,1328,788
01-04-2025,Uttar Pradesh,Hamirpur,210502,289,256
01-04-2025,Andhra Pradesh,Prakasam,523261,174,48
01-04-2025,Uttar Pradesh,Sultanpur,228172,30,18
01-04-2025,Madhya Pradesh,Gwalior,474009,340,190
01-04-2025,Karnataka,Bijapur,586205,29,70
01-04-2025,Assam,Hailakandi,788164,78,26
01-04-2025,Gujarat,Kheda,387350,44,60
01-04-2025,Tamil Nadu,Pudukkottai,614801,39,178
01-04-2025,West Bengal,North 24 Parganas,743223,10,20
01-04-2025,Gujarat,Ahmedabad,382255,28,74
01-04-2025,Tamil Nadu,The Nilgiris,643241,41,52
01-04-2025,Tamil Nadu,Kanyakumari,629002,69,43
01-04-2025,Orissa,Balangir,767061,14,17
01-04-2025,Assam,Cachar,788114,228,32
01-04-2025,Andhra Pradesh,Prakasam,523240,624,193
01-04-2025,Bihar,Lakhisarai,811311,1416,1630
01-04-2025,Andhra Pradesh,West Godavari,534156,177,48
01-04-2025,Andhra Pradesh,East Godavari,533483,132,165
01-04-2025,Maharashtra,Yavatmal,445401,106,337
01-04-2025,Karnataka,Tumkur,572228,20,46
01-04-2025,West Bengal,Hooghly,712306,123,219
01-04-2025,Madhya Pradesh,Satna,485771,652,308
01-04-2025,Tamil Nadu,Tiruvannamalai,606703,85,103
01-04-2025,Punjab,Shaheed Bhagat Singh Nagar,144512,21,54
01-04-2025,Telangana,Nalgonda,508243,122,218
01-04-2025,Rajasthan,Dausa,303304,112,227
01-04-2025,Telangana,Khammam,507182,51,37
01-04-2025,Karnataka,Chikkaballapur,563146,52,32
01-04-2025,Karnataka,Tumakuru,572116,39,31
01-04-2025,Punjab,SAS Nagar (Mohali),140306,153,154
01-04-2025,Kerala,Kollam,691553,19,30
01-04-2025,Karnataka,Gadag,582119,114,54
01-04-2025,Telangana,Karimnagar,505187,65,94
01-04-2025,Karnataka,Chikkamagaluru,577111,27,18
01-04-2025,Andhra Pradesh,Anantapur,515766,124,114
01-04-2025,Telangana,Sangareddy,502318,17,23
01-04-2025,Assam,Nagaon,782123,575,268
01-04-2025,Punjab,Faridkot,151205,96,143
01-04-2025,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533252,34,22
01-04-2025,Maharashtra,Pune,411003,160,216
01-04-2025,Tamil Nadu,Tirunelveli,627358,85,121
01-04-2025,Maharashtra,Kolhapur,416117,19,58
01-04-2025,Karnataka,Kodagu,571231,38,21
01-04-2025,Uttar Pradesh,Mainpuri,205304,21,31
01-04-2025,Nagaland,Phek,797107,107,626
01-04-2025,Sikkim,East Sikkim,737133,26,23
01-04-2025,Uttar Pradesh,Prayagraj,212502,27,60
01-04-2025,Uttar Pradesh,Bulandshahr,203408,19,12
01-04-2025,Maharashtra,Mumbai Suburban,400101,397,380
01-04-2025,Tamil Nadu,Pudukkottai,622504,103,229
01-04-2025,Andhra Pradesh,West Godavari,534134,430,206
01-04-2025,Maharashtra,Kolhapur,416101,299,431
01-04-2025,Karnataka,Belagavi,591307,145,78
01-04-2025,Karnataka,Dakshina Kannada,574220,41,27
01-04-2025,Odisha,Kendrapara,754217,231,265
01-04-2025,Jharkhand,Bokaro,827006,49,62
01-04-2025,Karnataka,Bidar,585412,139,211
01-04-2025,Telangana,Medchal-malkajgiri,500072,122,241
01-04-2025,Jammu and Kashmir,Kupwara,193223,520,833
01-04-2025,Bihar,Madhubani,847238,369,360
01-04-2025,Chhattisgarh,Bemetara,491332,138,792
01-04-2025,Karnataka,Mysore,571105,108,219
01-04-2025,Bihar,Jamui,811305,724,444
01-04-2025,Kerala,Palakkad,679309,46,45
01-04-2025,Karnataka,Mysore,571314,26,90
01-04-2025,West Bengal,Paschim Medinipur,721201,142,163
01-04-2025,Chhattisgarh,Baloda Bazar,493338,184,734
01-04-2025,Karnataka,Davangere,577225,40,87
01-04-2025,Jharkhand,Seraikela-Kharsawan,832401,815,884
01-04-2025,Jharkhand,Ramgarh,829106,103,81
01-04-2025,Uttar Pradesh,Ghazipur,233302,414,198
01-04-2025,Andhra Pradesh,East Godavari,533345,78,29
01-04-2025,Jammu and Kashmir,Ganderbal,193504,18,28
01-04-2025,Kerala,Palakkad,679307,65,139
01-04-2025,Kerala,Ernakulam,683544,101,122
01-04-2025,Punjab,Moga,142049,138,249
01-04-2025,Karnataka,Bangalore,560029,82,195
