date,state,district,pincode,bio_age_5_17,bio_age_17_
01-06-2025,Tamil Nadu,Villupuram,605202,55,20
01-06-2025,Madhya Pradesh,Panna,488442,1160,615
01-06-2025,Odisha,Cuttack,754031,245,608
01-06-2025,Tamil Nadu,Thoothukkudi,628751,16,39
01-06-2025,Kerala,Thrissur,680013,43,39
01-06-2025,Gujarat,Jamnagar,361001,589,486
01-06-2025,Andhra Pradesh,Srikakulam,532213,254,169
01-06-2025,West Bengal,Purba Medinipur,721422,128,114
01-06-2025,Bihar,Madhubani,847228,415,562
01-06-2025,Andhra Pradesh,Srikakulam,532312,677,313
01-06-2025,Karnataka,Bidar,585327,371,386
01-06-2025,Uttarakhand,Almora,263636,32,32
01-06-2025,Madhya Pradesh,Guna,473111,265,90
01-06-2025,Karnataka,Dakshina Kannada,574221,79,32
01-06-2025,Andhra Pradesh,Ananthapuramu,515832,199,46
01-06-2025,Uttar Pradesh,Ballia,277201,89,70
01-06-2025,Kerala,Pathanamthitta,689691,87,193
01-06-2025,Maharashtra,Beed,413229,98,207
01-06-2025,Uttar Pradesh,Bareilly,243203,219,101
01-06-2025,Rajasthan,Jhalawar,326021,69,102
01-06-2025,Tamil Nadu,Cuddalore,607802,241,174
01-06-2025,Andhra Pradesh,Nandyal,518221,57,17
01-06-2025,Bihar,Saran,841412,184,176
01-06-2025,Maharashtra,Kolhapur,416212,198,281
01-06-2025,West Bengal,Uttar Dinajpur,733212,21,39
01-06-2025,Tamil Nadu,Thiruvarur,614404,44,102
01-06-2025,Tamil Nadu,Kanniyakumari,629810,19,24
01-06-2025,Kerala,Kottayam,686571,12,25
01-06-2025,Tamil Nadu,Sivaganga,630551,101,182
01-06-2025,Rajasthan,Jaipur,303002,97,133
01-06-2025,Odisha,JAJPUR,755028,25,25
01-06-2025,Gujarat,Surendra Nagar,363040,191,192
01-06-2025,Kerala,Malappuram,676105,31,40
01-06-2025,Karnataka,Tumkur,572218,106,268
01-06-2025,Madhya Pradesh,Shivpuri,473638,31,15
01-06-2025,Gujarat,Valsad,396235,57,104
01-06-2025,Odisha,Jajapur,755022,107,83
01-06-2025,Uttar Pradesh,Sultanpur,222301,19,57
01-06-2025,Andhra Pradesh,Ananthapur,515541,53,14
01-06-2025,Andhra Pradesh,Karimnagar,505532,10,18
01-06-2025,Rajasthan,Jalor,343041,713,866
01-06-2025,Uttar Pradesh,Kanpur Nagar,208016,54,68
01-06-2025,West Bengal,Bankura,722201,60,62
01-06-2025,Gujarat,Panchmahals,389350,334,330
01-06-2025,Rajasthan,Tonk,304022,90,112
01-06-2025,Rajasthan,Jalor,307029,509,704
01-06-2025,Haryana,Gurgaon,122102,172,222
01-06-2025,Jammu and Kashmir,Doda,182147,158,90
01-06-2025,Chandigarh,Chandigarh,160030,76,96
01-06-2025,Uttar Pradesh,Faizabad,224202,71,44
01-06-2025,Uttar Pradesh,Rae Bareli,229207,105,92
01-06-2025,Andhra Pradesh,Prakasam,523264,299,127
01-06-2025,Uttar Pradesh,Farrukhabad,209652,21,37
01-06-2025,West Bengal,Koch Bihar,736167,45,100
01-06-2025,Andhra Pradesh,Chittoor,517131,160,104
01-06-2025,Chhattisgarh,Baloda Bazar,493335,336,774
01-06-2025,West Bengal,Cooch Behar,736168,59,72
01-06-2025,Uttarakhand,Udham Singh Nagar,262401,404,578
01-06-2025,Bihar,Saran,841222,104,155
01-06-2025,Tripura,Dhalai,799289,438,182
01-06-2025,Karnataka,Bengaluru,560034,40,94
01-06-2025,Odisha,Khorda,752030,232,172
01-06-2025,Karnataka,Chikkaballapur,561213,87,116
01-06-2025,Uttar Pradesh,Aligarh,202282,158,37
01-06-2025,Maharashtra,Raigarh,410207,89,166
01-06-2025,Himachal Pradesh,Mandi,175052,31,79
01-06-2025,Andhra Pradesh,Bapatla,522101,73,41
01-06-2025,Jharkhand,Pakur,816102,39,79
01-06-2025,Gujarat,Surat,394163,146,153
01-06-2025,Mizoram,Champhai,796310,45,90
01-06-2025,Karnataka,Tumakuru,572102,99,138
01-06-2025,Odisha,Nabarangapur,764074,810,591
01-06-2025,Madhya Pradesh,Ashok Nagar,473440,437,171
01-06-2025,Karnataka,Chikkamagaluru,577131,22,14
01-06-2025,Himachal Pradesh,Hamirpur,177401,21,45
01-06-2025,Uttar Pradesh,Budaun,243725,12,23
01-06-2025,Tamil Nadu,Chennai,600030,84,176
01-06-2025,Haryana,Jind,126111,61,176
01-06-2025,Himachal Pradesh,Kangra,177107,12,17
01-06-2025,Gujarat,Valsad,396030,46,33
01-06-2025,Punjab,Sangrur,148020,67,79
01-06-2025,Kerala,Ernakulam,682501,26,27
01-06-2025,Madhya Pradesh,Chhindwara,480553,30,26
01-06-2025,Kerala,Kannur,670704,121,125
01-06-2025,Uttar Pradesh,Chandauli,232110,394,240
01-06-2025,Chhattisgarh,Bilaspur,495119,356,675
01-06-2025,Andhra Pradesh,Vizianagaram,535002,686,353
01-06-2025,Assam,Baksa,781368,42,51
01-06-2025,Maharashtra,Nashik,422010,545,1066
01-06-2025,Uttar Pradesh,Lalitpur,284126,764,329
01-06-2025,Uttar Pradesh,Faizabad,224206,59,36
01-06-2025,Uttarakhand,Almora,263646,19,41
01-06-2025,Kerala,Kannur,670673,103,119
01-06-2025,Maharashtra,Solapur,413401,586,778
01-06-2025,West Bengal,Murshidabad,742102,172,317
01-06-2025,Andhra Pradesh,Kakinada,533016,32,21
01-06-2025,Karnataka,Gulbarga,585292,17,23
01-06-2025,Jharkhand,Bokaro,829149,39,41
01-06-2025,Uttar Pradesh,Prayagraj,221505,10,10
01-06-2025,Maharashtra,Mumbai Suburban,400057,59,83
01-06-2025,Maharashtra,Ahmadnagar,413719,63,167
01-06-2025,Jharkhand,West Singhbhum,835216,147,242
01-06-2025,Andhra Pradesh,Khammam,507157,14,27
01-06-2025,Assam,Biswanath,784174,47,44
01-06-2025,Manipur,Imphal East,795149,105,75
01-06-2025,Tamil Nadu,Viluppuram,606204,25,57
01-06-2025,Andhra Pradesh,Nellore,524222,87,39
01-06-2025,Tamil Nadu,Kallakurichi,606209,25,15
01-06-2025,Kerala,Kasaragod,671124,269,315
01-06-2025,Maharashtra,Sindhudurg,416512,76,134
01-06-2025,Uttarakhand,Pauri Garhwal,246130,73,87
01-06-2025,Tamil Nadu,Thoothukkudi,628006,14,13
01-06-2025,Kerala,Palakkad,679301,15,41
01-06-2025,Uttar Pradesh,Azamgarh,275303,18,23
01-06-2025,Gujarat,Ahmedabad,382418,388,830
01-06-2025,Punjab,Fatehgarh Sahib,140412,381,271
01-06-2025,Uttar Pradesh,Rae Bareli,229125,117,144
01-06-2025,Uttar Pradesh,Shrawasti,271875,93,52
01-06-2025,Odisha,Sundergarh,770014,183,156
01-06-2025,Rajasthan,Jhunjhunun,331028,77,202
01-06-2025,Uttar Pradesh,Deoria,274501,216,232
01-06-2025,Uttar Pradesh,Kaushambi,212218,142,79
01-06-2025,Uttar Pradesh,Gorakhpur,273405,52,121
01-06-2025,Andhra Pradesh,Warangal,506002,154,390
01-06-2025,Uttar Pradesh,Deoria,274602,114,107
01-06-2025,Andhra Pradesh,Prakasam,523247,568,270
01-06-2025,Bihar,Vaishali,844506,467,496
01-06-2025,Andhra Pradesh,Kurnool,518513,161,47
01-06-2025,Kerala,Palakkad,678004,193,305
01-06-2025,Gujarat,Navsari,396430,55,40
01-06-2025,Punjab,Ludhiana,141422,20,37
01-06-2025,Madhya Pradesh,Jhabua,457772,329,117
01-06-2025,Punjab,Ludhiana,141014,205,225
01-06-2025,Andhra Pradesh,Anakapalli,531019,20,14
01-06-2025,Andhra Pradesh,Bapatla,522264,16,12
01-06-2025,West Bengal,Murshidabad,742406,194,226
01-06-2025,Rajasthan,Dholpur,328027,302,240
01-06-2025,Madhya Pradesh,Mandla,481665,251,172
01-06-2025,Assam,Bongaigaon,783372,101,34
01-06-2025,Tripura,South Tripura,799157,81,223
01-06-2025,Rajasthan,Dungarpur,314023,59,70
01-06-2025,Tamil Nadu,Kanniyakumari,629004,33,131
01-06-2025,Andhra Pradesh,Vizianagaram,535220,112,41
01-06-2025,Uttarakhand,Bageshwar,263639,11,49
01-06-2025,Assam,Jorhat,785633,15,22
01-06-2025,Gujarat,Kheda,387325,34,46
01-06-2025,West Bengal,Barddhaman,713155,21,21
01-06-2025,Tamil Nadu,Erode,638460,37,21
01-06-2025,Andhra Pradesh,Nellore,524342,33,28
01-06-2025,Orissa,Baleshwar,756002,14,38
01-06-2025,Tamil Nadu,Kanyakumari,629176,18,10
01-06-2025,Uttar Pradesh,Jalaun,285203,243,131
01-06-2025,Andhra Pradesh,Krishna,521137,162,137
01-06-2025,Madhya Pradesh,Balaghat,481441,437,320
01-06-2025,Jharkhand,Pakur,816107,986,757
01-06-2025,Assam,Sonitpur,784178,20,23
01-06-2025,Punjab,Jalandhar,144036,35,122
01-06-2025,Odisha,Debagarh,768119,148,92
01-06-2025,Haryana,Karnal,132024,120,334
01-06-2025,Madhya Pradesh,Betul,460551,709,744
01-06-2025,Nagaland,Tuensang,798612,167,745
01-06-2025,Punjab,Pathankot,143533,18,38
01-06-2025,Karnataka,Tumakuru,572135,63,23
01-06-2025,Maharashtra,Aurangabad,431105,396,919
01-06-2025,Tamil Nadu,Cuddalore,607005,107,34
01-06-2025,Andhra Pradesh,Nellore,524343,303,189
01-06-2025,Madhya Pradesh,Indore,453111,253,329
01-06-2025,Kerala,Palakkad,678597,69,121
01-06-2025,Uttar Pradesh,Agra,282009,302,218
01-06-2025,Gujarat,Anand,388365,182,144
01-06-2025,Tamil Nadu,Nagapattinam,609309,71,92
01-06-2025,Telangana,Nizamabad,503245,190,75
01-06-2025,Maharashtra,Mumbai Suburban,400056,50,41
01-06-2025,Karnataka,Hassan,573134,79,71
01-06-2025,Karnataka,Mysuru,570017,37,87
01-06-2025,Tamil Nadu,Tiruchirappalli,620006,131,330
01-06-2025,Karnataka,Yadgir,585315,200,182
01-06-2025,Tamil Nadu,Chengalpattu,603204,28,21
01-06-2025,Odisha,Khorda,751021,57,111
01-06-2025,Andhra Pradesh,Nalgonda,508238,12,20
01-06-2025,Tamil Nadu,Tiruvallur,602027,15,11
01-06-2025,West Bengal,Darjeeling,734010,88,194
01-06-2025,Madhya Pradesh,Khandwa,450110,90,35
01-06-2025,Andhra Pradesh,West Godavari,534209,74,35
01-06-2025,Maharashtra,Kolhapur,416114,111,222
01-06-2025,West Bengal,Bankura,722168,31,33
01-06-2025,Himachal Pradesh,Shimla,171011,42,76
01-06-2025,Andhra Pradesh,Adilabad,504304,11,26
01-06-2025,West Bengal,East Midnapore,721650,14,21
01-06-2025,Gujarat,Amreli,365440,244,167
01-06-2025,Gujarat,Mahesana,384350,85,147
01-06-2025,Bihar,Rohtas,821311,125,134
01-06-2025,West Bengal,Malda,732208,59,132
01-06-2025,Uttar Pradesh,Muzaffarnagar,251001,1565,1107
01-06-2025,Bihar,West Champaran,845102,80,49
01-06-2025,Uttar Pradesh,Mirzapur,231501,174,142
01-06-2025,Jammu and Kashmir,Srinagar,191101,95,153
01-06-2025,Haryana,Jind,126110,52,98
01-06-2025,Andhra Pradesh,Hyderabad,500005,59,193
01-06-2025,Telangana,Nagarkurnool,509102,23,27
01-06-2025,Bihar,Rohtas,802212,317,410
01-06-2025,Uttar Pradesh,Balrampur,271306,77,110
01-06-2025,Andhra Pradesh,Chittoor,517502,153,80
01-06-2025,Telangana,Nizamabad,503217,138,102
01-06-2025,Maharashtra,Pune,411012,91,174
01-06-2025,West Bengal,Murshidabad,742223,128,202
01-06-2025,Uttar Pradesh,Muzaffarnagar,251306,121,115
01-06-2025,West Bengal,Jalpaiguri,735230,138,70
01-06-2025,Andhra Pradesh,West Godavari,534218,135,59
01-06-2025,Andhra Pradesh,Chittoor,517422,177,107
01-06-2025,Maharashtra,Kolhapur,416506,88,183
01-06-2025,Odisha,Kendujhar,758046,76,80
01-06-2025,Karnataka,Ballari,583221,21,13
01-06-2025,Uttarakhand,Pithoragarh,262545,63,57
01-06-2025,Maharashtra,Satara,415530,27,43
01-06-2025,Tamil Nadu,Viluppuram,604151,31,60
01-06-2025,Andhra Pradesh,Karimnagar,505451,19,64
01-06-2025,Tamil Nadu,Krishnagiri,635124,26,51
01-06-2025,Telangana,Peddapalli,505185,50,166
01-06-2025,Telangana,Nizamabad,503123,94,36
01-06-2025,Andhra Pradesh,Sri Sathya Sai,515164,11,11
01-06-2025,Maharashtra,Raigarh,402304,68,64
01-06-2025,Maharashtra,Raigarh,402307,10,33
01-06-2025,Odisha,Boudh,762017,83,82
01-06-2025,Tamil Nadu,Coimbatore,641001,336,1060
01-06-2025,Uttar Pradesh,Deoria,274001,739,751
01-06-2025,Telangana,Jagitial,505526,51,46
01-06-2025,Maharashtra,Nashik,422403,615,1102
01-06-2025,Chhattisgarh,Durg,490025,145,570
01-06-2025,Uttar Pradesh,Balrampur,271201,794,574
01-06-2025,Telangana,Yadadri.,508113,40,60
01-06-2025,Telangana,Warangal Rural,506349,24,36
01-06-2025,Bihar,Rohtas,802214,114,126
01-06-2025,Andhra Pradesh,Chittoor,517192,114,96
01-06-2025,Karnataka,Chitradurga,577598,230,194
01-06-2025,Gujarat,Bhavnagar,364140,472,509
01-06-2025,Gujarat,The Dangs,394710,719,755
01-06-2025,Karnataka,Bellary,583212,187,191
01-06-2025,Andhra Pradesh,Anantapur,515641,32,55
01-06-2025,Kerala,Idukki,685586,21,43
01-06-2025,Kerala,Kozhikode,673529,94,93
01-06-2025,Kerala,Kannur,670622,71,113
01-06-2025,Odisha,Balangir,767066,91,68
01-06-2025,Rajasthan,Dungarpur,314035,128,96
01-06-2025,Haryana,Rewari,123302,143,207
01-06-2025,Andhra Pradesh,East Godavari,533346,101,47
01-06-2025,Maharashtra,Kolhapur,416214,153,346
01-06-2025,Maharashtra,Aurangabad,431109,175,495
01-06-2025,West Bengal,Purba Medinipur,721628,143,172
01-06-2025,West Bengal,South 24 Parganas,700104,121,116
01-06-2025,West Bengal,Darjeeling,734011,29,51
01-06-2025,Karnataka,Shivamogga,577216,92,34
01-06-2025,Karnataka,Uttara Kannada,581187,31,13
01-06-2025,Uttarakhand,Chamoli,246427,77,113
01-06-2025,Tamil Nadu,Perambalur,621118,48,63
01-06-2025,Maharashtra,Ahmadnagar,414602,51,110
01-06-2025,Rajasthan,Ajmer,305205,47,76
01-06-2025,Gujarat,Gandhinagar,382735,208,242
01-06-2025,Telangana,Mahabubabad,506135,12,32
01-06-2025,Odisha,Khorda,751003,135,169
01-06-2025,Karnataka,Chamrajanagar,571124,12,13
01-06-2025,Punjab,Ludhiana,141201,18,23
01-06-2025,Rajasthan,Churu,331301,131,151
01-06-2025,Uttar Pradesh,Basti,272194,379,269
01-06-2025,Rajasthan,Alwar,301022,193,258
01-06-2025,Jharkhand,Bokaro,827013,911,1147
01-06-2025,Telangana,Nirmal,504102,38,35
01-06-2025,Uttar Pradesh,Aligarh,202129,292,105
01-06-2025,Maharashtra,Bhandara,441909,108,265
01-06-2025,West Bengal,Kolkata,700073,20,67
01-06-2025,Bihar,Madhubani,847401,215,251
01-06-2025,Punjab,Ferozepur,152001,100,91
01-06-2025,Tamil Nadu,Ramanathapuram,623409,90,418
01-06-2025,Uttar Pradesh,Ballia,277202,149,142
01-06-2025,Chhattisgarh,Koriya,497331,162,567
01-06-2025,Jammu and Kashmir,Jammu,180004,66,181
01-06-2025,Karnataka,Bagalkot,587103,157,152
01-06-2025,Uttar Pradesh,Faizabad,224228,77,28
01-06-2025,Uttar Pradesh,Shrawasti,271870,21,11
01-06-2025,Maharashtra,Chhatrapati Sambhajinagar,431116,12,55
01-06-2025,Andhra Pradesh,East Godavari,533436,159,168
01-06-2025,Odisha,Baleswar,756002,153,159
01-06-2025,Punjab,Ludhiana,141010,363,719
01-06-2025,Assam,Marigaon,782127,168,282
01-06-2025,Madhya Pradesh,Neemuch,458113,288,99
01-06-2025,Maharashtra,Ahmadnagar,413723,52,99
01-06-2025,Jammu and Kashmir,Pulwama,192301,354,430
01-06-2025,West Bengal,Hooghly,712501,60,87
01-06-2025,Andhra Pradesh,Eluru,534427,12,15
01-06-2025,Karnataka,Vijayapura,586112,176,77
01-06-2025,Tamil Nadu,Kanyakumari,629172,32,13
01-06-2025,Karnataka,Hasan,573213,10,21
01-06-2025,Odisha,JAJPUR,755013,51,31
01-06-2025,Haryana,Ambala,133101,45,90
01-06-2025,Tamil Nadu,Kanniyakumari,629901,22,48
01-06-2025,Uttarakhand,Chamoli,246431,67,68
01-06-2025,West Bengal,South Dinajpur,733132,20,25
01-06-2025,Madhya Pradesh,Anuppur,484444,102,133
01-06-2025,Himachal Pradesh,Kangra,176084,11,19
01-06-2025,Maharashtra,Hingoli,431510,54,81
01-06-2025,Jharkhand,Ranchi,834010,221,552
01-06-2025,Bihar,Madhepura,852116,365,337
01-06-2025,Kerala,Palakkad,678622,78,137
01-06-2025,Kerala,Palakkad,678582,270,426
01-06-2025,Telangana,Karimnagar,505525,115,119
01-06-2025,Kerala,Palakkad,678006,109,145
01-06-2025,West Bengal,Paschim Medinipur,712122,18,22
01-06-2025,Uttar Pradesh,Kannauj,209735,230,55
01-06-2025,Bihar,East Champaran,845418,605,570
01-06-2025,Maharashtra,Thane,401501,26,379
01-06-2025,Andhra Pradesh,West Godavari,534301,427,223
01-06-2025,Kerala,Kollam,691020,59,99
01-06-2025,Maharashtra,Nandurbar,425409,631,1595
01-06-2025,Assam,Dhubri,783334,191,126
01-06-2025,Punjab,Shaheed Bhagat Singh Nagar,144417,22,31
01-06-2025,Haryana,Rewari,123411,145,220
01-06-2025,Kerala,Thrissur,680697,40,50
01-06-2025,Maharashtra,Ahmadnagar,414501,112,314
01-06-2025,Karnataka,Mysore,570003,12,40
01-06-2025,Assam,Cachar,788114,36,29
01-06-2025,Assam,Jorhat,785703,16,12
01-06-2025,Andhra Pradesh,Visakhapatnam,531087,260,88
01-06-2025,Karnataka,Bangalore,562107,63,148
01-06-2025,Andhra Pradesh,Guntur,522211,116,47
01-06-2025,Tamil Nadu,Thoothukkudi,628619,53,94
01-06-2025,Andhra Pradesh,Warangal,506342,32,112
01-06-2025,Telangana,Warangal,506143,70,24
01-06-2025,Punjab,Hoshiarpur,146106,16,29
01-06-2025,Tripura,South Tripura,799141,164,214
01-06-2025,Odisha,Sambalpur,768214,69,67
01-06-2025,Punjab,SAS Nagar (Mohali),140301,508,615
01-06-2025,Madhya Pradesh,Mandsaur,458664,389,211
01-06-2025,Uttar Pradesh,Amethi,227813,209,173
01-06-2025,Madhya Pradesh,Jabalpur,482002,696,813
01-06-2025,Odisha,Nayagarh,752063,150,265
01-06-2025,Karnataka,Bangalore,560043,131,493
01-06-2025,Telangana,Hyderabad,500040,224,150
01-06-2025,Andhra Pradesh,Y. S. R,516203,34,18
01-06-2025,Orissa,Balangir,767040,20,73
01-06-2025,Assam,Kamrup Metro,781025,24,47
01-06-2025,Rajasthan,Ajmer,305628,117,101
01-06-2025,Punjab,Amritsar,143116,204,281
01-06-2025,Bihar,East Champaran,845304,306,301
01-06-2025,Bihar,Aurangabad,824111,312,183
01-06-2025,Rajasthan,Udaipur,313802,496,333
01-06-2025,Andhra Pradesh,Guntur,522617,186,65
01-06-2025,Ladakh,Leh,194101,28,76
01-06-2025,Gujarat,Devbhumi Dwarka,361320,86,53
01-06-2025,Gujarat,Tapi,394375,204,202
01-06-2025,Gujarat,Devbhumi Dwarka,361325,110,82
01-06-2025,West Bengal,Murshidabad,742175,181,312
01-06-2025,Assam,Lakhimpur,787053,54,31
01-06-2025,Odisha,Baleshwar,756024,20,91
01-06-2025,Odisha,Ganjam,761045,45,36
01-06-2025,Gujarat,Bharuch,392110,133,155
01-06-2025,Andhra Pradesh,Krishna,521125,108,68
01-06-2025,Karnataka,Tumkur,572213,33,60
01-06-2025,Odisha,Kendrapara,754162,11,18
01-06-2025,Gujarat,Anand,388355,17,27
01-06-2025,Telangana,Nalgonda,508285,73,34
01-06-2025,Gujarat,Surendra Nagar,360055,22,12
01-06-2025,Kerala,Ernakulam,682028,62,82
01-06-2025,Uttar Pradesh,Sonbhadra,231205,499,159
01-06-2025,Andhra Pradesh,Nellore,524310,115,83
01-06-2025,Chhattisgarh,Bilaspur,495004,227,715
01-06-2025,Bihar,Sheohar,843327,69,62
01-06-2025,Uttar Pradesh,Kheri,262723,351,144
01-06-2025,Madhya Pradesh,Bhind,477333,161,53
01-06-2025,Kerala,Thiruvananthapuram,695020,124,323
01-06-2025,Arunachal Pradesh,Longding,792131,118,122
01-06-2025,West Bengal,Puruliya,723155,66,153
01-06-2025,Uttar Pradesh,Lucknow,226401,106,46
01-06-2025,Gujarat,Anand,388345,47,62
01-06-2025,Tamil Nadu,Sivaganga,630203,34,60
01-06-2025,West Bengal,Purba Bardhaman,713423,21,23
01-06-2025,Goa,North Goa,403402,13,18
01-06-2025,West Bengal,East Midnapore,721423,22,42
01-06-2025,Chhattisgarh,Durg,491340,13,63
01-06-2025,Uttar Pradesh,Ayodhya,224205,10,20
01-06-2025,Rajasthan,Dungarpur,314029,157,61
01-06-2025,West Bengal,South 24 Parganas,700099,42,50
01-06-2025,Maharashtra,Sangli,415413,35,88
01-06-2025,Karnataka,Bellary,583132,104,117
01-06-2025,Haryana,Kaithal,136043,219,552
01-06-2025,Gujarat,Kheda,387530,278,172
01-06-2025,Orissa,Balangir,767033,34,110
01-06-2025,Odisha,Sundergarh,770018,281,131
01-06-2025,Uttar Pradesh,Kasganj,207245,640,256
01-06-2025,Jammu and Kashmir,Reasi,182311,234,128
01-06-2025,Bihar,Gaya,824211,556,525
01-06-2025,Andhra Pradesh,Guntur,522311,66,27
01-06-2025,Maharashtra,Ahmadnagar,413739,113,219
01-06-2025,West Bengal,South 24 Parganas,700137,156,210
01-06-2025,Andhra Pradesh,Palnadu,522233,28,10
01-06-2025,Rajasthan,Pratapgarh,312604,259,246
01-06-2025,Delhi,South West Delhi,110078,490,616
01-06-2025,Bihar,Nalanda,803107,544,675
01-06-2025,West Bengal,Haora,711226,34,25
01-06-2025,Tamil Nadu,Karur,639207,86,85
01-06-2025,Maharashtra,Amravati,444603,107,384
01-06-2025,West Bengal,Bardhaman,713514,13,29
01-06-2025,Arunachal Pradesh,Papum Pare,791112,71,75
01-06-2025,Andhra Pradesh,Anantapur,515002,44,64
01-06-2025,Tamil Nadu,Cuddalore,608702,169,114
01-06-2025,Jammu and Kashmir,Leh,194101,32,54
01-06-2025,Rajasthan,Alwar,301407,77,87
01-06-2025,Nagaland,Tuensang,798616,26,83
01-06-2025,Odisha,Baleshwar,756043,11,67
01-06-2025,Tamil Nadu,Villupuram,605111,86,39
01-06-2025,Rajasthan,Jhunjhunun,333032,22,68
01-06-2025,Andhra Pradesh,Rangareddi,501301,21,101
01-06-2025,Telangana,Bhadradri Kothagudem,507118,30,26
01-06-2025,Uttarakhand,Pithoragarh,262502,10,13
01-06-2025,Punjab,Ludhiana,141107,52,82
01-06-2025,Andhra Pradesh,Alluri Sitharama Raju,533295,21,12
01-06-2025,Punjab,Jalandhar,144103,16,38
01-06-2025,Karnataka,Uttara Kannada,581411,13,18
01-06-2025,Andhra Pradesh,Kurnool,518005,49,23
01-06-2025,Karnataka,Ballari,583217,47,11
01-06-2025,Odisha,Kandhamal,762011,240,160
01-06-2025,Karnataka,Bagalkot,587116,363,221
01-06-2025,Punjab,Bathinda,151401,384,382
01-06-2025,Bihar,Sitamarhi,843333,513,478
01-06-2025,Bihar,Supaul,852131,579,765
01-06-2025,Tamil Nadu,Villupuram,605701,90,51
01-06-2025,Andhra Pradesh,Cuddapah,516350,151,42
01-06-2025,Odisha,Khorda,751030,59,100
01-06-2025,Karnataka,Bengaluru,560064,332,482
01-06-2025,Rajasthan,Hanumangarh,335511,136,182
01-06-2025,Karnataka,Kalaburagi,585103,304,248
01-06-2025,Karnataka,Bengaluru,560027,78,132
01-06-2025,Karnataka,Shimoga,577202,32,122
01-06-2025,Maharashtra,Thane,401604,23,152
01-06-2025,Andhra Pradesh,West Godavari,534341,191,64
01-06-2025,Andhra Pradesh,Anantapur,515775,103,239
01-06-2025,Tamil Nadu,Nagapattinam,609301,39,83
01-06-2025,West Bengal,Murshidabad,742159,84,92
01-06-2025,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533236,14,15
01-06-2025,Andhra Pradesh,Warangal,506313,60,91
01-06-2025,Pondicherry,Pondicherry,605001,37,118
01-06-2025,Rajasthan,Hanumangarh,335065,47,93
01-06-2025,Jharkhand,Dhanbad,828101,77,121
01-06-2025,Kerala,Kottayam,686101,57,95
01-06-2025,Punjab,Gurdaspur,143528,135,208
01-06-2025,Tamil Nadu,Tiruppur,642113,70,90
01-06-2025,Tamil Nadu,Kancheepuram,603308,64,90
01-06-2025,Odisha,Khorda,751020,34,43
01-06-2025,Andhra Pradesh,Ananthapuramu,515002,119,44
01-06-2025,Karnataka,Tumakuru,572113,56,53
01-06-2025,Andhra Pradesh,Anantapur,515531,15,17
01-06-2025,Andhra Pradesh,East Godavari,533210,122,53
01-06-2025,Rajasthan,Chittorgarh,312202,262,233
01-06-2025,Telangana,Vikarabad,501101,92,53
01-06-2025,Bihar,Madhepura,852213,412,250
01-06-2025,Haryana,Kurukshetra,136135,311,842
01-06-2025,Maharashtra,Mumbai,400068,379,1135
01-06-2025,Andhra Pradesh,Parvathipuram Manyam,535522,29,25
01-06-2025,Madhya Pradesh,Burhanpur,450331,4003,4502
01-06-2025,Uttar Pradesh,Azamgarh,276129,114,83
01-06-2025,Tripura,Dhalai,799286,135,109
01-06-2025,Madhya Pradesh,Shivpuri,473880,867,842
01-06-2025,Jharkhand,Dumka,814110,104,215
01-06-2025,Madhya Pradesh,Balaghat,481337,312,246
01-06-2025,Tamil Nadu,Thanjavur,614804,139,146
01-06-2025,Uttar Pradesh,Deoria,274705,46,47
01-06-2025,Madhya Pradesh,Satna,485113,277,147
01-06-2025,Punjab,Ludhiana,142032,52,90
01-06-2025,Odisha,Bhadrak,756125,357,426
01-06-2025,Uttar Pradesh,Azamgarh,276142,170,162
01-06-2025,Rajasthan,Jaipur,303004,47,54
01-06-2025,Andhra Pradesh,Visakhapatnam,531077,1158,450
01-06-2025,Andhra Pradesh,Nellore,524132,512,174
01-06-2025,Andhra Pradesh,Adilabad,504216,35,44
01-06-2025,Punjab,Jalandhar,144801,146,291
01-06-2025,Punjab,Kapurthala,144819,38,77
01-06-2025,Gujarat,Panchmahals,389232,41,112
01-06-2025,Uttar Pradesh,Varanasi,221116,41,42
01-06-2025,Kerala,Kottayam,686543,28,24
01-06-2025,Rajasthan,Bundi,323613,114,112
01-06-2025,Tamil Nadu,Tiruchirappalli,620004,90,248
01-06-2025,Maharashtra,Bid,431122,10,325
01-06-2025,Uttarakhand,Pithoragarh,262530,54,81
01-06-2025,Kerala,Palakkad,678556,23,50
01-06-2025,Kerala,Kollam,691021,67,97
01-06-2025,Rajasthan,Pali,306023,219,286
01-06-2025,Uttar Pradesh,Mainpuri,205130,81,21
01-06-2025,Tamil Nadu,Kanniyakumari,629403,24,43
01-06-2025,Andhra Pradesh,Chittoor,517643,242,84
01-06-2025,Punjab,Hoshiarpur,144531,26,58
01-06-2025,Karnataka,Belgaum,590010,65,106
01-06-2025,Kerala,Thrissur,680103,24,35
01-06-2025,Punjab,SAS Nagar (Mohali),140602,11,19
01-06-2025,Odisha,Khorda,752035,146,117
01-06-2025,Andhra Pradesh,Nalgonda,508223,16,78
01-06-2025,Tamil Nadu,Dindigul,624613,141,362
01-06-2025,Bihar,Saran,841415,148,186
01-06-2025,Tamil Nadu,Viluppuram,604152,26,54
01-06-2025,Tamil Nadu,Kancheepuram,600061,84,212
01-06-2025,West Bengal,Puruliya,723149,86,230
